52,"BreakingBad","2014-08-01 14:12:56.0"
54,"WalkingDead","2014-08-01 14:46:40.0"
54,"WireinBlood","2014-08-01 14:21:41.0"
54,"WalkingDead","2014-08-01 14:21:38.0"
54,"WalkingDead","2014-08-01 14:38:39.0"
54,"WalkingDead","2014-08-01 14:31:12.0"
54,"TwinPeaks","2014-08-01 14:35:55.0"
54,"Justified","2014-08-01 14:40:45.0"
54,"WireinBlood","2014-08-01 14:24:05.0"
54,"WalkingDead","2014-08-01 14:23:04.0"
54,"TwinPeaks","2014-08-01 14:26:37.0"
54,"TwinPeaks","2014-08-01 14:18:31.0"
54,"TwinPeaks","2014-08-01 14:44:23.0"
54,"WalkingDead","2014-08-01 14:45:39.0"
54,"BreakingBad","2014-08-01 14:47:29.0"
58,"WalkingDead","2014-08-01 15:18:37.0"
58,"BreakingBad","2014-08-01 15:21:03.0"
62,"BreakingBad","2014-08-01 15:59:48.0"
76,"Justified","2014-08-01 18:18:54.0"
76,"WireinBlood","2014-08-01 18:10:56.0"
76,"BreakingBad","2014-08-01 18:22:13.0"
78,"Justified","2014-08-01 18:29:45.0"
78,"BreakingBad","2014-08-01 18:29:54.0"
80,"WalkingDead","2014-08-01 18:45:13.0"
80,"WireinBlood","2014-08-01 19:06:29.0"
80,"Justified","2014-08-01 18:44:11.0"
80,"WireinBlood","2014-08-01 18:57:51.0"
80,"Justified","2014-08-01 18:56:01.0"
80,"WireinBlood","2014-08-01 18:35:36.0"
80,"TwinPeaks","2014-08-01 18:35:13.0"
80,"TwinPeaks","2014-08-01 18:40:56.0"
80,"Justified","2014-08-01 18:33:33.0"
80,"Justified","2014-08-01 18:46:28.0"
80,"WalkingDead","2014-08-01 18:42:28.0"
80,"WireinBlood","2014-08-01 18:59:39.0"
80,"WireinBlood","2014-08-01 19:06:42.0"
80,"TwinPeaks","2014-08-01 18:52:15.0"
80,"WireinBlood","2014-08-01 18:48:47.0"
80,"BreakingBad","2014-08-01 19:08:15.0"
90,"WireinBlood","2014-08-01 21:50:57.0"
90,"WireinBlood","2014-08-01 21:49:14.0"
90,"BreakingBad","2014-08-01 21:53:12.0"
92,"BreakingBad","2014-08-01 21:58:10.0"
94,"Justified","2014-08-01 22:27:30.0"
94,"Justified","2014-08-01 22:21:09.0"
94,"BreakingBad","2014-08-01 22:29:49.0"
100,"Justified","2014-08-01 23:07:17.0"
100,"Justified","2014-08-01 23:05:44.0"
100,"WalkingDead","2014-08-01 23:06:17.0"
100,"BreakingBad","2014-08-01 23:12:29.0"
102,"TwinPeaks","2014-08-01 23:22:21.0"
102,"WireinBlood","2014-08-01 23:21:18.0"
102,"BreakingBad","2014-08-01 23:22:22.0"
104,"Justified","2014-08-01 23:48:44.0"
104,"BreakingBad","2014-08-01 23:49:11.0"
110,"Justified","2014-08-02 01:02:56.0"
110,"BreakingBad","2014-08-02 01:09:42.0"
112,"WireinBlood","2014-08-02 01:13:18.0"
112,"BreakingBad","2014-08-02 01:13:56.0"
114,"WalkingDead","2014-08-02 01:24:38.0"
114,"Justified","2014-08-02 01:35:22.0"
114,"Justified","2014-08-02 01:20:19.0"
114,"Justified","2014-08-02 01:19:48.0"
114,"WireinBlood","2014-08-02 01:16:29.0"
114,"WireinBlood","2014-08-02 01:24:33.0"
114,"TwinPeaks","2014-08-02 01:24:56.0"
114,"TwinPeaks","2014-08-02 01:24:12.0"
114,"BreakingBad","2014-08-02 01:35:54.0"
116,"Justified","2014-08-02 01:44:34.0"
116,"WireinBlood","2014-08-02 01:51:23.0"
116,"WireinBlood","2014-08-02 01:39:02.0"
116,"TwinPeaks","2014-08-02 01:40:32.0"
116,"WalkingDead","2014-08-02 01:51:42.0"
116,"WalkingDead","2014-08-02 01:42:25.0"
116,"Justified","2014-08-02 01:42:04.0"
116,"BreakingBad","2014-08-02 01:52:46.0"
118,"Justified","2014-08-02 02:37:15.0"
118,"WireinBlood","2014-08-02 02:38:41.0"
118,"Justified","2014-08-02 02:40:39.0"
118,"WireinBlood","2014-08-02 02:48:10.0"
118,"WalkingDead","2014-08-02 02:38:47.0"
118,"TwinPeaks","2014-08-02 02:40:31.0"
118,"WalkingDead","2014-08-02 02:40:58.0"
118,"BreakingBad","2014-08-02 02:48:36.0"
120,"WireinBlood","2014-08-02 03:11:46.0"
120,"WireinBlood","2014-08-02 02:59:05.0"
120,"Justified","2014-08-02 03:06:03.0"
120,"TwinPeaks","2014-08-02 03:00:58.0"
120,"WalkingDead","2014-08-02 03:05:54.0"
120,"BreakingBad","2014-08-02 03:13:46.0"
122,"WalkingDead","2014-08-02 03:25:39.0"
122,"TwinPeaks","2014-08-02 03:29:13.0"
122,"WalkingDead","2014-08-02 03:30:03.0"
122,"BreakingBad","2014-08-02 03:34:46.0"
124,"WalkingDead","2014-08-02 04:19:32.0"
124,"Justified","2014-08-02 04:10:48.0"
124,"TwinPeaks","2014-08-02 04:08:38.0"
124,"Justified","2014-08-02 04:13:27.0"
124,"Justified","2014-08-02 04:22:44.0"
124,"BreakingBad","2014-08-02 04:26:27.0"
128,"WireinBlood","2014-08-02 05:08:49.0"
128,"BreakingBad","2014-08-02 05:11:52.0"
130,"WalkingDead","2014-08-02 05:49:39.0"
130,"WalkingDead","2014-08-02 05:57:36.0"
130,"TwinPeaks","2014-08-02 06:01:08.0"
130,"WireinBlood","2014-08-02 05:52:06.0"
130,"TwinPeaks","2014-08-02 05:50:12.0"
130,"TwinPeaks","2014-08-02 06:01:21.0"
130,"WalkingDead","2014-08-02 05:48:34.0"
130,"WireinBlood","2014-08-02 06:01:23.0"
130,"BreakingBad","2014-08-02 06:06:30.0"
134,"TwinPeaks","2014-08-02 07:20:37.0"
134,"BreakingBad","2014-08-02 07:23:17.0"
140,"TwinPeaks","2014-08-02 08:40:03.0"
140,"WireinBlood","2014-08-02 08:39:01.0"
140,"WireinBlood","2014-08-02 08:46:41.0"
140,"WireinBlood","2014-08-02 08:28:05.0"
140,"WireinBlood","2014-08-02 08:38:06.0"
140,"WireinBlood","2014-08-02 08:48:13.0"
140,"TwinPeaks","2014-08-02 08:24:28.0"
140,"TwinPeaks","2014-08-02 08:46:41.0"
140,"WireinBlood","2014-08-02 08:22:45.0"
140,"WalkingDead","2014-08-02 08:41:59.0"
140,"WireinBlood","2014-08-02 08:24:34.0"
140,"WalkingDead","2014-08-02 08:37:01.0"
140,"Justified","2014-08-02 08:34:33.0"
140,"BreakingBad","2014-08-02 08:51:25.0"
142,"Justified","2014-08-02 09:10:49.0"
142,"WalkingDead","2014-08-02 09:04:20.0"
142,"Justified","2014-08-02 09:24:08.0"
142,"WireinBlood","2014-08-02 09:22:08.0"
142,"TwinPeaks","2014-08-02 09:09:52.0"
142,"TwinPeaks","2014-08-02 09:09:35.0"
142,"BreakingBad","2014-08-02 09:43:52.0"
144,"WalkingDead","2014-08-02 10:01:29.0"
144,"Justified","2014-08-02 10:08:13.0"
144,"BreakingBad","2014-08-02 10:13:00.0"
146,"WireinBlood","2014-08-02 10:54:40.0"
146,"Justified","2014-08-02 10:53:25.0"
146,"BreakingBad","2014-08-02 10:57:30.0"
156,"Justified","2014-08-02 13:36:15.0"
156,"WalkingDead","2014-08-02 13:56:35.0"
156,"WalkingDead","2014-08-02 14:01:38.0"
156,"WireinBlood","2014-08-02 13:56:27.0"
156,"WalkingDead","2014-08-02 14:08:38.0"
156,"WireinBlood","2014-08-02 13:40:19.0"
156,"WalkingDead","2014-08-02 13:54:36.0"
156,"WalkingDead","2014-08-02 13:40:08.0"
156,"TwinPeaks","2014-08-02 14:02:37.0"
156,"WireinBlood","2014-08-02 13:40:07.0"
156,"WireinBlood","2014-08-02 13:40:48.0"
156,"TwinPeaks","2014-08-02 13:54:48.0"
156,"WalkingDead","2014-08-02 14:04:01.0"
156,"TwinPeaks","2014-08-02 13:52:56.0"
156,"Justified","2014-08-02 14:00:22.0"
156,"TwinPeaks","2014-08-02 13:52:23.0"
156,"WalkingDead","2014-08-02 14:10:57.0"
156,"BreakingBad","2014-08-02 14:13:21.0"
158,"WalkingDead","2014-08-02 14:42:55.0"
158,"WalkingDead","2014-08-02 14:39:57.0"
158,"Justified","2014-08-02 14:36:42.0"
158,"WireinBlood","2014-08-02 14:33:16.0"
158,"WalkingDead","2014-08-02 14:33:20.0"
158,"Justified","2014-08-02 14:42:58.0"
158,"BreakingBad","2014-08-02 14:49:27.0"
160,"BreakingBad","2014-08-02 14:58:12.0"
162,"WireinBlood","2014-08-02 15:26:08.0"
162,"TwinPeaks","2014-08-02 15:36:20.0"
162,"TwinPeaks","2014-08-02 15:24:42.0"
162,"TwinPeaks","2014-08-02 15:04:11.0"
162,"TwinPeaks","2014-08-02 15:24:42.0"
162,"TwinPeaks","2014-08-02 15:02:35.0"
162,"TwinPeaks","2014-08-02 15:40:19.0"
162,"WalkingDead","2014-08-02 15:10:46.0"
162,"WireinBlood","2014-08-02 15:30:30.0"
162,"Justified","2014-08-02 15:32:49.0"
162,"WalkingDead","2014-08-02 15:34:49.0"
162,"WalkingDead","2014-08-02 15:12:43.0"
162,"TwinPeaks","2014-08-02 15:32:44.0"
162,"BreakingBad","2014-08-02 15:40:25.0"
170,"Justified","2014-08-02 16:55:28.0"
170,"TwinPeaks","2014-08-02 16:53:47.0"
170,"WalkingDead","2014-08-02 16:47:18.0"
170,"BreakingBad","2014-08-02 16:56:19.0"
174,"TwinPeaks","2014-08-02 17:26:11.0"
174,"BreakingBad","2014-08-02 17:32:57.0"
182,"TwinPeaks","2014-08-02 19:11:07.0"
182,"WalkingDead","2014-08-02 19:09:57.0"
182,"WalkingDead","2014-08-02 18:44:56.0"
182,"WireinBlood","2014-08-02 19:11:35.0"
182,"WireinBlood","2014-08-02 19:20:49.0"
182,"TwinPeaks","2014-08-02 18:40:09.0"
182,"BreakingBad","2014-08-02 19:21:34.0"
188,"Justified","2014-08-02 20:34:48.0"
188,"BreakingBad","2014-08-02 20:42:17.0"
190,"WireinBlood","2014-08-02 21:00:20.0"
190,"TwinPeaks","2014-08-02 20:58:15.0"
190,"TwinPeaks","2014-08-02 21:04:29.0"
190,"BreakingBad","2014-08-02 21:05:02.0"
194,"WalkingDead","2014-08-02 22:24:17.0"
194,"WalkingDead","2014-08-02 22:54:05.0"
194,"Justified","2014-08-02 22:52:18.0"
194,"WalkingDead","2014-08-02 23:16:25.0"
194,"Justified","2014-08-02 22:37:23.0"
194,"Justified","2014-08-02 22:30:52.0"
194,"WalkingDead","2014-08-02 22:25:19.0"
194,"TwinPeaks","2014-08-02 22:58:41.0"
194,"Justified","2014-08-02 22:48:28.0"
194,"Justified","2014-08-02 22:28:57.0"
194,"WalkingDead","2014-08-02 23:14:57.0"
194,"TwinPeaks","2014-08-02 22:36:52.0"
194,"WalkingDead","2014-08-02 23:11:37.0"
194,"WireinBlood","2014-08-02 23:04:53.0"
194,"Justified","2014-08-02 22:28:08.0"
194,"TwinPeaks","2014-08-02 22:25:21.0"
194,"WireinBlood","2014-08-02 22:45:45.0"
194,"TwinPeaks","2014-08-02 23:12:22.0"
194,"TwinPeaks","2014-08-02 22:32:00.0"
194,"BreakingBad","2014-08-02 23:26:53.0"
196,"TwinPeaks","2014-08-02 23:56:39.0"
196,"TwinPeaks","2014-08-02 23:51:48.0"
196,"TwinPeaks","2014-08-02 23:45:22.0"
196,"BreakingBad","2014-08-03 00:03:39.0"
200,"BreakingBad","2014-08-03 01:02:53.0"
204,"TwinPeaks","2014-08-03 01:58:42.0"
204,"WalkingDead","2014-08-03 01:51:44.0"
204,"TwinPeaks","2014-08-03 01:54:03.0"
204,"BreakingBad","2014-08-03 02:00:15.0"
210,"WalkingDead","2014-08-03 02:53:44.0"
210,"BreakingBad","2014-08-03 02:57:32.0"
218,"BreakingBad","2014-08-03 05:07:10.0"
220,"WireinBlood","2014-08-03 05:12:32.0"
220,"BreakingBad","2014-08-03 05:13:19.0"
224,"Justified","2014-08-03 05:41:15.0"
224,"TwinPeaks","2014-08-03 06:13:02.0"
224,"Justified","2014-08-03 06:07:13.0"
224,"WireinBlood","2014-08-03 05:49:04.0"
224,"TwinPeaks","2014-08-03 06:07:41.0"
224,"Justified","2014-08-03 06:14:22.0"
224,"WireinBlood","2014-08-03 06:14:16.0"
224,"WireinBlood","2014-08-03 06:07:14.0"
224,"WireinBlood","2014-08-03 06:10:25.0"
224,"TwinPeaks","2014-08-03 05:45:17.0"
224,"BreakingBad","2014-08-03 06:19:43.0"
230,"TwinPeaks","2014-08-03 07:14:40.0"
230,"BreakingBad","2014-08-03 07:15:57.0"
238,"Justified","2014-08-03 08:28:18.0"
238,"BreakingBad","2014-08-03 08:30:07.0"
240,"TwinPeaks","2014-08-03 09:13:11.0"
240,"WireinBlood","2014-08-03 09:01:07.0"
240,"Justified","2014-08-03 09:05:42.0"
240,"TwinPeaks","2014-08-03 09:11:43.0"
240,"BreakingBad","2014-08-03 09:24:52.0"
250,"BreakingBad","2014-08-03 11:01:48.0"
252,"BreakingBad","2014-08-03 11:19:09.0"
254,"WireinBlood","2014-08-03 11:28:46.0"
254,"WalkingDead","2014-08-03 11:28:03.0"
254,"WireinBlood","2014-08-03 11:43:44.0"
254,"WireinBlood","2014-08-03 11:31:16.0"
254,"WalkingDead","2014-08-03 11:28:36.0"
254,"WireinBlood","2014-08-03 11:38:02.0"
254,"TwinPeaks","2014-08-03 11:35:48.0"
254,"BreakingBad","2014-08-03 11:45:04.0"
261,"Justified","2014-08-03 14:05:55.0"
261,"TwinPeaks","2014-08-03 13:44:02.0"
261,"WalkingDead","2014-08-03 13:48:02.0"
261,"Justified","2014-08-03 13:52:01.0"
261,"WalkingDead","2014-08-03 14:05:08.0"
261,"BreakingBad","2014-08-03 14:25:03.0"
267,"WalkingDead","2014-08-03 16:09:57.0"
267,"BreakingBad","2014-08-03 16:12:03.0"
271,"Justified","2014-08-03 16:22:57.0"
271,"TwinPeaks","2014-08-03 16:24:41.0"
271,"BreakingBad","2014-08-03 16:24:46.0"
273,"WireinBlood","2014-08-03 16:37:37.0"
273,"BreakingBad","2014-08-03 16:41:23.0"
277,"Justified","2014-08-03 17:30:37.0"
277,"TwinPeaks","2014-08-03 17:35:14.0"
277,"WalkingDead","2014-08-03 17:25:04.0"
277,"BreakingBad","2014-08-03 17:37:30.0"
279,"WireinBlood","2014-08-03 17:40:18.0"
279,"Justified","2014-08-03 17:44:22.0"
279,"TwinPeaks","2014-08-03 17:40:16.0"
279,"BreakingBad","2014-08-03 17:44:48.0"
281,"WireinBlood","2014-08-03 18:07:44.0"
281,"BreakingBad","2014-08-03 18:21:08.0"
283,"BreakingBad","2014-08-03 18:29:58.0"
287,"TwinPeaks","2014-08-03 19:10:25.0"
287,"Justified","2014-08-03 19:13:44.0"
287,"WalkingDead","2014-08-03 19:04:11.0"
287,"Justified","2014-08-03 19:08:12.0"
287,"BreakingBad","2014-08-03 19:22:48.0"
289,"Justified","2014-08-03 19:35:20.0"
289,"BreakingBad","2014-08-03 19:37:37.0"
291,"Justified","2014-08-03 19:39:28.0"
291,"BreakingBad","2014-08-03 19:46:15.0"
293,"WireinBlood","2014-08-03 20:00:33.0"
293,"WireinBlood","2014-08-03 20:06:37.0"
293,"WireinBlood","2014-08-03 19:54:28.0"
293,"Justified","2014-08-03 20:01:59.0"
293,"WireinBlood","2014-08-03 19:55:29.0"
293,"TwinPeaks","2014-08-03 19:58:32.0"
293,"WireinBlood","2014-08-03 20:03:23.0"
293,"BreakingBad","2014-08-03 20:10:42.0"
295,"BreakingBad","2014-08-03 20:15:51.0"
303,"BreakingBad","2014-08-03 21:42:44.0"
307,"BreakingBad","2014-08-03 22:29:05.0"
309,"TwinPeaks","2014-08-03 22:46:21.0"
309,"Justified","2014-08-03 22:45:09.0"
309,"Justified","2014-08-03 22:54:57.0"
309,"WireinBlood","2014-08-03 22:50:14.0"
309,"BreakingBad","2014-08-03 22:57:13.0"
317,"WireinBlood","2014-08-04 00:32:27.0"
317,"WalkingDead","2014-08-04 00:31:20.0"
317,"BreakingBad","2014-08-04 00:34:57.0"
325,"WireinBlood","2014-08-04 01:37:02.0"
325,"BreakingBad","2014-08-04 01:42:10.0"
327,"Justified","2014-08-04 01:57:27.0"
327,"BreakingBad","2014-08-04 02:06:46.0"
329,"WireinBlood","2014-08-04 02:31:07.0"
329,"WireinBlood","2014-08-04 02:33:24.0"
329,"TwinPeaks","2014-08-04 02:12:06.0"
329,"WalkingDead","2014-08-04 02:11:58.0"
329,"WireinBlood","2014-08-04 02:17:14.0"
329,"Justified","2014-08-04 02:19:41.0"
329,"BreakingBad","2014-08-04 02:34:20.0"
331,"WireinBlood","2014-08-04 02:40:16.0"
331,"WalkingDead","2014-08-04 02:39:55.0"
331,"BreakingBad","2014-08-04 02:49:22.0"
333,"Justified","2014-08-04 03:03:58.0"
333,"TwinPeaks","2014-08-04 03:02:58.0"
333,"BreakingBad","2014-08-04 03:06:04.0"
335,"TwinPeaks","2014-08-04 03:09:42.0"
335,"WireinBlood","2014-08-04 03:12:54.0"
335,"WalkingDead","2014-08-04 03:10:46.0"
335,"BreakingBad","2014-08-04 03:19:52.0"
337,"BreakingBad","2014-08-04 05:18:40.0"
339,"WalkingDead","2014-08-04 05:40:59.0"
339,"BreakingBad","2014-08-04 05:48:25.0"
357,"WalkingDead","2014-08-04 09:27:43.0"
357,"BreakingBad","2014-08-04 09:41:45.0"
363,"Justified","2014-08-04 10:34:38.0"
363,"Justified","2014-08-04 10:44:43.0"
363,"WalkingDead","2014-08-04 10:45:03.0"
363,"WireinBlood","2014-08-04 10:44:22.0"
363,"Justified","2014-08-04 10:51:21.0"
363,"WireinBlood","2014-08-04 10:34:35.0"
363,"Justified","2014-08-04 10:51:45.0"
363,"WireinBlood","2014-08-04 10:30:50.0"
363,"Justified","2014-08-04 10:48:22.0"
363,"WireinBlood","2014-08-04 10:33:29.0"
363,"WireinBlood","2014-08-04 10:52:47.0"
363,"WireinBlood","2014-08-04 10:48:33.0"
363,"WireinBlood","2014-08-04 10:42:35.0"
363,"WireinBlood","2014-08-04 10:45:25.0"
363,"BreakingBad","2014-08-04 10:58:07.0"
373,"BreakingBad","2014-08-04 12:10:53.0"
375,"TwinPeaks","2014-08-04 12:43:55.0"
375,"Justified","2014-08-04 12:30:36.0"
375,"WalkingDead","2014-08-04 12:46:19.0"
375,"TwinPeaks","2014-08-04 12:28:48.0"
375,"BreakingBad","2014-08-04 12:46:24.0"
383,"TwinPeaks","2014-08-04 16:34:49.0"
383,"WalkingDead","2014-08-04 16:39:54.0"
383,"TwinPeaks","2014-08-04 16:29:13.0"
383,"TwinPeaks","2014-08-04 16:29:30.0"
383,"TwinPeaks","2014-08-04 16:32:36.0"
383,"Justified","2014-08-04 16:36:47.0"
383,"BreakingBad","2014-08-04 16:41:51.0"
389,"BreakingBad","2014-08-04 18:20:45.0"
393,"WalkingDead","2014-08-04 18:45:35.0"
393,"Justified","2014-08-04 18:37:43.0"
393,"WireinBlood","2014-08-04 18:42:47.0"
393,"WalkingDead","2014-08-04 18:38:29.0"
393,"TwinPeaks","2014-08-04 18:32:00.0"
393,"WireinBlood","2014-08-04 18:44:56.0"
393,"Justified","2014-08-04 18:35:59.0"
393,"BreakingBad","2014-08-04 18:48:11.0"
395,"WalkingDead","2014-08-04 19:11:21.0"
395,"BreakingBad","2014-08-04 19:16:02.0"
399,"WalkingDead","2014-08-04 20:21:45.0"
399,"Justified","2014-08-04 20:22:21.0"
399,"WalkingDead","2014-08-04 20:23:05.0"
399,"TwinPeaks","2014-08-04 20:26:48.0"
399,"WireinBlood","2014-08-04 20:08:49.0"
399,"BreakingBad","2014-08-04 20:28:07.0"
407,"BreakingBad","2014-08-04 22:55:49.0"
411,"Justified","2014-08-05 00:11:55.0"
411,"BreakingBad","2014-08-05 00:18:59.0"
413,"BreakingBad","2014-08-05 00:33:54.0"
415,"TwinPeaks","2014-08-05 00:57:54.0"
415,"Justified","2014-08-05 01:10:52.0"
415,"WalkingDead","2014-08-05 01:02:30.0"
415,"WalkingDead","2014-08-05 00:58:38.0"
415,"WalkingDead","2014-08-05 01:09:10.0"
415,"BreakingBad","2014-08-05 01:11:39.0"
419,"TwinPeaks","2014-08-05 02:22:29.0"
419,"TwinPeaks","2014-08-05 02:20:13.0"
419,"Justified","2014-08-05 02:42:13.0"
419,"WalkingDead","2014-08-05 02:30:01.0"
419,"TwinPeaks","2014-08-05 02:28:54.0"
419,"WireinBlood","2014-08-05 02:51:55.0"
419,"TwinPeaks","2014-08-05 02:25:31.0"
419,"WireinBlood","2014-08-05 02:18:03.0"
419,"WalkingDead","2014-08-05 02:55:04.0"
419,"WalkingDead","2014-08-05 02:32:53.0"
419,"WireinBlood","2014-08-05 02:30:58.0"
419,"TwinPeaks","2014-08-05 02:31:47.0"
419,"WalkingDead","2014-08-05 02:19:38.0"
419,"BreakingBad","2014-08-05 03:00:06.0"
435,"WalkingDead","2014-08-05 06:38:59.0"
435,"Justified","2014-08-05 06:37:24.0"
435,"WalkingDead","2014-08-05 06:32:53.0"
435,"WalkingDead","2014-08-05 06:38:00.0"
435,"BreakingBad","2014-08-05 06:39:00.0"
441,"BreakingBad","2014-08-05 08:27:39.0"
443,"WalkingDead","2014-08-05 08:43:52.0"
443,"TwinPeaks","2014-08-05 08:42:09.0"
443,"WalkingDead","2014-08-05 08:51:01.0"
443,"WireinBlood","2014-08-05 08:46:57.0"
443,"WireinBlood","2014-08-05 08:48:04.0"
443,"BreakingBad","2014-08-05 08:52:26.0"
455,"Justified","2014-08-05 11:28:25.0"
455,"TwinPeaks","2014-08-05 11:29:53.0"
455,"WalkingDead","2014-08-05 12:09:52.0"
455,"WireinBlood","2014-08-05 12:16:39.0"
455,"WalkingDead","2014-08-05 11:55:46.0"
455,"WalkingDead","2014-08-05 12:11:43.0"
455,"TwinPeaks","2014-08-05 12:16:41.0"
455,"WireinBlood","2014-08-05 11:30:29.0"
455,"Justified","2014-08-05 11:46:51.0"
455,"WireinBlood","2014-08-05 11:47:37.0"
455,"WireinBlood","2014-08-05 11:35:24.0"
455,"Justified","2014-08-05 12:02:26.0"
455,"WireinBlood","2014-08-05 12:01:56.0"
455,"TwinPeaks","2014-08-05 12:04:21.0"
455,"WalkingDead","2014-08-05 11:56:02.0"
455,"BreakingBad","2014-08-05 12:18:07.0"
457,"WireinBlood","2014-08-05 13:16:18.0"
